feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG
z_l3,z,2,T2W10,240,-0.12807193414958024,0.04749129665575073,-0.13280153309299295,0.04022868516657228,-0.11675081682961586,0.07100709580506434,-0.1403888335892108,0.030026792851545987
z_cc,z,2,T2W10,240,-0.12383895541617213,0.05538167105082214,-0.12887638078461497,0.04656425291598715,-0.10638973096168917,0.10012509040584357,-0.13116044719026684,0.042783193968754796
z_cc,z,2,T2W20,237,-0.16317579850954683,0.011880920157801974,-0.1675530554429414,0.009920536091414831,-0.10281340761269515,0.11442553435741079,-0.12626615261027793,0.05272108286486336
z_l3,z,2,T2W20,237,-0.14629597906222697,0.024295576779158782,-0.15074067501328475,0.02052116690142625,-0.09947714760262232,0.12673001307956597,-0.12358959973644217,0.05798476844780487
z_cc,z,2,T2W30,230,-0.13861319399154667,0.035652220001300146,-0.14364485264181234,0.029770677524241177,-0.08924421973223803,0.1774094928516184,-0.1103987343682926,0.09559557921497218
z_l3,z,2,T2W30,230,-0.10651333280676992,0.10714920135404664,-0.11348030828031028,0.08663705973418682,-0.07823501960192095,0.23726894497232404,-0.1068737808069993,0.10673000947761817
z_atd,z,2,T2W10,240,0.05862143133475816,0.3658915893816735,0.06947840850926243,0.28472189603235637,-0.1350998306524686,0.03647169054977371,-0.09373551911488279,0.148541807145425
z_diameter,z,2,T2W30,230,-0.024745092971875632,0.7089323099488082,-0.018277823982736814,0.7832370644166672,-0.11702447697621046,0.07652994445217699,-0.09041853604534485,0.17269732611838035
z_asp,z,2,T2W30,230,-0.02056176004541005,0.7564329591203022,-0.013079871096010005,0.8439373807052375,-0.11686344212238868,0.07693880177511667,-0.08606270290619848,0.19440864470812128
z_lsc,z,2,T2W30,230,0.027799049410346728,0.6749402608989494,0.023957279866942415,0.7183930449537246,0.09939938672138889,0.13284482713176082,0.08396462777873256,0.2055493137510838
z_diameter,z,2,T2W20,237,-0.033808360612049136,0.6045494076587723,-0.029881239218661603,0.6478802290181881,-0.10114094835344542,0.12047158144469378,-0.0778641159554629,0.23340631760969593
z_l3,z,2,T2W40,222,-0.10060041293845788,0.13511188958238898,-0.1114305322291204,0.09847552661744173,-0.03859382652875306,0.5673206203209306,-0.07442790296990315,0.27059014183725383
z_cc,z,2,T2W40,222,-0.13235376824809927,0.048887977197573394,-0.13617789722167173,0.04313706444947181,-0.058465128591919824,0.3859776336622476,-0.07231447197930091,0.28446742257075935
z_atd,z,2,T2W30,230,0.038191508950629754,0.5644411710665789,0.03454207486637255,0.603055757947376,0.08675739339012356,0.1898423430411335,0.07167641882337486,0.28009082373402866
z_asp,z,2,T2W20,237,-0.01710989422397571,0.7932983017785599,-0.012008008618989466,0.8544075338223928,-0.10000622803858661,0.12471316944974772,-0.0703839745896665,0.28154541681284184
z_atd,z,2,T2W20,237,0.018795627733089657,0.7734611083676781,0.021280442143328804,0.7450165354349749,0.052430730268366574,0.4217169468327806,0.06852934812058031,0.29444923636332854
z_asp,z,2,T2W10,240,0.04174766587443748,0.5197984331683184,0.053264223901152964,0.4123815198170093,-0.11161306291137207,0.08444280142088187,-0.06483672275332038,0.31820809185670534
z_lsc,z,2,T2W20,237,-0.006193973889186766,0.9244325631108662,-0.00953296093392292,0.8841788589010368,0.08267827412204388,0.20470554634621038,0.06436062716937511,0.3248706563809386
z_asp,z,2,T2W40,222,0.012944399545567071,0.8479094799704385,0.024702689996313382,0.7149583116061441,-0.09668360645582638,0.15106302693809787,-0.05854066093212099,0.3864477595226357
z_diameter,z,2,T2W40,222,0.019730027023401864,0.7700269094241272,0.028983543865330898,0.6682740460329932,-0.08350315769748638,0.21523037109298004,-0.05336399304554918,0.42989189398150357
z_pe,z,2,T2W30,230,0.13394464380647159,0.04241171658495597,0.13501107099759066,0.041224663580403734,0.04254112076440978,0.5209098132512112,0.04742333622999963,0.4751529417275524
z_lsc,z,2,T2W40,222,-0.03743128207155075,0.5790591291853826,-0.04492871720017347,0.5063950609747198,0.07123197306078345,0.29065588727492897,0.04709531845689789,0.4860916265932274
z_density,z,2,T2W20,237,-0.097856667162916,0.1330643830204476,-0.10818866230447095,0.09730306187949468,0.00254788003227936,0.9688769979293662,-0.04408737562982587,0.5003018692693152
z_l2,z,2,T2W30,230,0.13023320070628344,0.048526020792919136,0.1319522409687643,0.04608623929613764,0.03631410737668853,0.5837531127518214,0.04380310872493291,0.5095422536165559
z_re,z,2,T2W40,222,0.033798045679721875,0.6164556972442429,0.04003959881842148,0.5537880177785486,-0.05940377746870734,0.37838388869975875,-0.03899432959158299,0.5641932199223585
z_lsc,z,2,T2W10,240,-0.028442280750584498,0.6610860638248178,-0.03613583626700313,0.5782797467841034,0.07424837779996214,0.2518663664612734,0.038762605285142804,0.5509496077824578
z_l2,z,2,T2W20,237,0.13603735078545298,0.03635495242066591,0.1367949782919505,0.03571043573832407,0.030122039394318262,0.6445289625277524,0.03477479290630248,0.5950412808898214
z_diameter,z,2,T2W10,240,0.06031343066606946,0.35219471367547467,0.06912738583719767,0.2871682046716447,-0.07075723297894657,0.27491554696414683,-0.033530416593946365,0.6059975555806607
z_pe,z,2,T2W20,237,0.13106051757747714,0.043832808117167846,0.13171478815324514,0.04322668917947038,0.025901700102789166,0.6915813736836107,0.029899857003211912,0.64767559314287
z_re,z,2,T2W10,240,-0.044945535938392275,0.48830433569272735,-0.0416557625454586,0.5215977474620831,-0.04781631874248831,0.46092676262846916,-0.02966647362296931,0.648153761588034
