split,subject,set
0,CSO-9-4A-DSMOMU,TRAIN
0,CDMS-11-7C-SPGAVE,TRAIN
0,CDMS-XX-10A-VGILO,TRAIN
0,CSO-13-7A-CDDITR,TRAIN
0,CSO-13-8A-MBUAN,TRAIN
0,CSO-13-6B-JETAVE,TRAIN
0,CDMS-10-6B-ASCACO,TRAIN
0,CSO-13-8A-KIGAGU,TRAIN
0,CDMS-9-5C-MLOGO,TRAIN
0,CDMS-13-7C-RAIZAC,TRAIN
0,CDMS-15-11B-JEMOLO,TRAIN
0,CSO-12-6A-DGISE,TRAIN
0,CDMS-11-4A-GACHSA,TRAIN
0,CSO-12-6B-LJHEFE,TRAIN
0,CSO-15-7B-JCRAGA,TRAIN
0,CSO-18-11A-ADBAHO,TRAIN
0,CDMS-11-6B-YLNIME,TRAIN
0,CSO-11-5A-MDVOSPE,TRAIN
0,CSO-13-7A-JJATFL,TRAIN
0,CDMS-15-10A-MAALCA,TRAIN
0,CDMS-14-5A-LSDUCO,TRAIN
0,CDMS-11-7C-SALMA,TRAIN
0,CSO-11-6B-ANREVA,TRAIN
0,CDMS-11-6B-AVROTO,TRAIN
0,CDMS-15-10A-SHEGA,TRAIN
0,CDMS-13-6B-ASUMO,TRAIN
0,CDMS-10-5C-MAORTO,TRAIN
0,CDMS-12-7C-ARAHE,TRAIN
0,CDMS-9-5A-ABERO,TRAIN
0,CSO-16-11B-YAROMO,TRAIN
0,CSO-17-11A-NPAHE,TRAIN
0,CSO-16-11B-KRORE,TRAIN
0,CSO-10-5A-SVHEES,TRAIN
0,CSO-15-10A-LJRAGU,TRAIN
0,CDMS-11-6B-LESTA,TRAIN
0,CSO-13-8A-VHODU,TRAIN
0,CSO-10-5A-ARACA,TRAIN
0,CDMS-11-5A-MGTHAR,TRAIN
0,CSO-13-8A-MGAAN,TRAIN
0,CSO-16-11A-JDMUVA,TRAIN
0,CSO-14-8A-SZARA,TRAIN
0,CDMS-11-6B-EROCO,TRAIN
0,CSO-16-10A-JEGAHE,TRAIN
0,CDMS-10-5C-ICAPA,TRAIN
0,CSO-15-10B-MEBUAR,TRAIN
0,CDMS-8-4A-DOSTR,TRAIN
0,CSO-9-4A-KEMOCO,TRAIN
0,CSO-16-10A-SARI,TRAIN
0,CSO-17-11C-MCAAG,TRAIN
0,CSO-9-4A-DVGATO,TRAIN
0,CDMS-12-7C-DLOLO,TRAIN
0,CDMS-13-7C-MVEAR,TRAIN
0,CSO-16-11A-VZAOR,TRAIN
0,CSO-14-8B-JLLORA,TRAIN
0,CDMS-12-7C-VQURA,TRAIN
0,CDMS-10-5C-NBEMO,TRAIN
0,CSO-10-5A-DABRZA,TRAIN
0,CDMS-10-5C-DAAUSA,TRAIN
0,CSO-14-9A-MARJA,TRAIN
0,CDMS-15-11B-VSAHO,TRAIN
0,CSO-13-6B-LJMAHU,TRAIN
0,CDMS-12-6B-SCLAG,TRAIN
0,CDMS-16-10A-SGALO,TRAIN
0,CSO-13-7A-YAMEZA,TRAIN
0,CSO-12-6A-FJOVRE,TRAIN
0,CDMS-15-10A-SGOMO,TRAIN
0,CDMS-XX-5C-MJSARU,TRAIN
0,CSO-15-8A-VBMABR,TRAIN
0,CDMS-11-6B-RSECA,TRAIN
0,CSO-11-6A-FSOVRE,TRAIN
0,CDMS-9-4C-SCAMO,TRAIN
0,CDMS-15-10A-MAALRI,TRAIN
0,CSO-17-11A-JDAMO,TRAIN
0,CSO-11-5A-MTAGA,TRAIN
0,CSO-17-11A-RLPAIG,TRAIN
0,CDMS-12-7C-MAROBE,TRAIN
0,CDMS-12-7C-CATRAR,TRAIN
0,CDMS-10-5B-SRAJA,TRAIN
0,CDMS-14-10A-JCVANI,TRAIN
0,CSO-12-7B-SMUGU,TRAIN
0,CSO-14-7A-MVEBE,TRAIN
0,CSO-12-7B-SSARA,TRAIN
0,CSO-10-4A-LSCAVA,TRAIN
0,CDMS-8-4A-DJAVDA,TRAIN
0,CSO-10-5A-ACAVA,TRAIN
0,CSO-14-9B-MFEGA,TRAIN
0,CSO-14-9A-AEDCAGO,TRAIN
0,CSO-10-4A-KCOMO,TRAIN
0,CSO-12-7A-LSARAR,TRAIN
0,CSO-17-11A-SPUVA,TRAIN
0,CSO-14-9A-JSMAAL,TRAIN
0,CSO-10-5A-IPECA,TRAIN
0,CDMS-12-7C-JSZAOR,TRAIN
0,CSO-17-10A-YVGOCA,TRAIN
0,CSO-16-9A-JSMAGU,TRAIN
0,CDMS-11-6B-EFRGR,TRAIN
0,CDMS-11-6B-JDCHBA,TRAIN
0,CDMS-10-4A-JURAN,TRAIN
0,CSO-11-6B-VCOMA,TRAIN
0,CDMS-10-5A-KSRAGU,TRAIN
0,CSO-13-7A-RXCHLU,TRAIN
0,CDMS-11-6B-SCAPA,TRAIN
0,CSO-11-6A-CAPAMU,TRAIN
0,CDMS-12-7C-VMAPA,TRAIN
0,CSO-13-6A-ANASA,TRAIN
0,CDMS-XX-6A-MAGICA,TRAIN
0,CSO-9-4A-AGAPE,TRAIN
0,CSO-15-9B-ALRIHE,TRAIN
0,CDMS-14-10A-IMORTO,TRAIN
0,CSO-15-9B-AMSAGO,TRAIN
0,CDMS-9-5A-VVAAR,TRAIN
0,CDMS-9-4A-CARGA,TRAIN
0,CDMS-11-6B-JLPENA,TRAIN
0,CDMS-10-5A-SROPU,TRAIN
0,CSO-13-8A-MJAGA,TRAIN
0,CSO-10-5A-MAOSMO,TRAIN
0,CSO-9-4A-MPAME,TRAIN
0,CSO-15-9B-KSBEJA,TRAIN
0,CDMS-11-6A-NMREPR,TRAIN
0,CDMS-8-4A-LGOPA,TRAIN
0,CDMS-11-6B-VZAPE,TRAIN
0,CSO-11-6B-SFLVA,TRAIN
0,CDMS-9-5C-JDMADE,TRAIN
0,CDMS-11-6B-MAGIMU,TRAIN
0,CSO-13-8A-MGAHE,TRAIN
0,CSO-16-10C-MAVAVE,TRAIN
0,CDMS-9-5C-LVIZAC,TRAIN
0,CDMS-15-10A-JJMACH,TRAIN
0,CSO-11-6B-DISEMO,TRAIN
0,CDMS-11-7C-IMOIB,TRAIN
0,CSO-15-11C-JETALO,TRAIN
0,CSO-10-5A-JBUVE,TRAIN
0,CSO-8-3A-KVPECO,TRAIN
0,CSO-17-11C-JDAAG,TRAIN
0,CSO-15-9B-JCAPA,TRAIN
0,CSO-9-4A-GSBRCO,TRAIN
0,CDMS-10-5C-JFALGI,TRAIN
0,CSO-8-4A-JRAAR,TRAIN
0,CDMS-9-4A-ACDUTR,TRAIN
0,CDMS-9-4A-TGAFR,TRAIN
0,CSO-16-10A-YKMUJO,TRAIN
0,CDMS-10-6B-JJMOBE,TRAIN
0,CSO-10-5A-JJSEMO,TRAIN
0,CSO-15-10A-MAARLO,TRAIN
0,CSO-10-5A-JLCARI,TRAIN
0,CDMS-11-6A-DFVEBE,TRAIN
0,CSO-16-10B-JESUGU,TRAIN
0,CSO-16-9B-SJPAJI,TRAIN
0,CSO-9-4A-LCOMO,TRAIN
0,CSO-12-7B-VHOMA,TRAIN
0,CSO-10-5A-JANORO,TRAIN
0,CSO-12-7A-SCAHO,TRAIN
0,CSO-13-6B-LFMIES,TRAIN
0,CSO-15-9B-SJAGRO,TRAIN
0,CSO-17-11C-MAPAMA,TRAIN
