split,subject,set
0,CDMS-12-6A-JSOTGU,TRAIN
0,CDMS-11-6B-JFSAHE,TRAIN
0,CDMS-12-7C-DLOLO,TRAIN
0,CSO-9-4A-KEMOCO,TRAIN
0,CDMS-11-4A-GACHSA,TRAIN
0,CSO-13-7A-YAMEZA,TRAIN
0,CDMS-10-5C-NBEMO,TRAIN
0,CDMS-12-7C-CATRAR,TRAIN
0,CDMS-10-5A-KSRAGU,TRAIN
0,CDMS-12-6A-FAROPA,TRAIN
0,CSO-16-11A-VZAOR,TRAIN
0,CSO-8-3A-DAPAVA,TRAIN
0,CSO-17-11A-DJAPA,TRAIN
0,CSO-16-9A-JALEMO,TRAIN
0,CSO-13-7A-YBOSO,TRAIN
0,CDMS-14-5A-LSDUCO,TRAIN
0,CSO-9-4A-DKVIMO,TRAIN
0,CSO-14-9A-JSMAAL,TRAIN
0,CSO-10-5A-IPECA,TRAIN
0,CDMS-11-6B-ARAHE,TRAIN
0,CSO-13-7A-JJATFL,TRAIN
0,CDMS-9-4A-TGAFR,TRAIN
0,CSO-15-10A-MAARLO,TRAIN
0,CSO-11-6B-RJGIHE,TRAIN
0,CDMS-8-4C-JDBUTU,TRAIN
0,CDMS-11-5A-EAARCA,TRAIN
0,CDMS-9-5C-MLOGO,TRAIN
0,CSO-14-8A-AQUMA,TRAIN
0,CSO-15-10B-MEBUAR,TRAIN
0,CSO-18-11B-YLLRE,TRAIN
0,CSO-17-11C-JDAAG,TRAIN
0,CSO-15-9B-ALRIHE,TRAIN
0,CDMS-10-5A-SROPU,TRAIN
0,CDMS-15-10A-SHEGA,TRAIN
0,CSO-13-8A-MJAGA,TRAIN
0,CSO-12-7B-SMUGU,TRAIN
0,CDMS-13-6B-ASUMO,TRAIN
0,CSO-10-5A-SVHEES,TRAIN
0,CSO-12-6B-LJHEFE,TRAIN
0,CSO-13-7A-KRAMA,TRAIN
0,CSO-13-7A-CDDITR,TRAIN
0,CSO-13-7A-CAPAMU,TRAIN
0,CSO-16-9A-JPROSO,TRAIN
0,CSO-12-7A-DALRE,TRAIN
0,CSO-10-5A-JBUVE,TRAIN
0,CSO-9-4A-YVDITR,TRAIN
0,CSO-16-11B-LLOZA,TRAIN
0,CSO-10-5A-GZAMA,TRAIN
0,CDMS-11-5A-MGTHAR,TRAIN
0,CSO-10-5A-JANORO,TRAIN
0,CSO-14-9A-AEDCAGO,TRAIN
0,CDMS-12-6A-SROAL,TRAIN
0,CSO-12-7A-LSARAR,TRAIN
0,CSO-10-5A-ACAVA,TRAIN
0,CDMS-11-6B-JACUPE,TRAIN
0,CSO-11-6B-SFLVA,TRAIN
0,CDMS-9-4A-CARGA,TRAIN
0,CSO-16-10A-MSACO,TRAIN
0,CSO-13-8A-KIGAGU,TRAIN
0,CSO-15-9B-AMSAGO,TRAIN
0,CDMS-12-7C-ARAHE,TRAIN
0,CDMS-11-6B-MEBRTA,TRAIN
0,CDMS-9-5A-PAGACO,TRAIN
0,CSO-13-8A-MGAAN,TRAIN
0,CDMS-11-6B-EAFESA,TRAIN
0,CSO-10-4A-KCOMO,TRAIN
0,CSO-13-8B-JEMABE,TRAIN
0,CSO-12-7A-ESALA,TRAIN
0,CDMS-9-5C-JDMADE,TRAIN
0,CSO-17-10A-YVGOCA,TRAIN
0,CSO-17-10B-YCQUVE,TRAIN
0,CSO-16-10C-ACALGU,TRAIN
0,CSO-12-6A-DGISE,TRAIN
0,CDMS-10-6B-JJMOBE,TRAIN
0,CSO-14-8A-MCIDOS,TRAIN
0,CSO-17-10B-EHECO,TRAIN
0,CDMS-XX-6A-MAGICA,TRAIN
0,CSO-9-4A-MLORO,TRAIN
0,CSO-10-5A-JJSEMO,TRAIN
0,CSO-9-4A-DVGATO,TRAIN
0,CDMS-11-7C-SPGAVE,TRAIN
0,CSO-10-5A-MAOSMO,TRAIN
0,CSO-14-9B-MFEGA,TRAIN
0,CSO-18-9B-MAMOLO,TRAIN
0,CSO-16-11A-JAVABO,TRAIN
0,CSO-11-5A-MTAGA,TRAIN
0,CDMS-11-6B-EFRGR,TRAIN
0,CDMS-10-5C-DAAUSA,TRAIN
